FSASSET,FSSLTDE2,RAWERND,SHELDED,FSNONCIT,CERTHHSZ,WRK_POOR,FSERNDED,FSNETINC,FSERNDE2,FSUSIZE,FSSSI,TANF_IND,REALPROP,LIQRESOR,FSWAGES,FSCSEXP,FSSTDDE2,FSDIS,FSSLTDED,TPOV,FSNK0T4,FSTOTDED,FSOTHUN,FSUNEARN,FSGA,FSEARN,FSTANF,RAWNET,FSNELDER,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,0.0,0.0,417.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,37.0,131.0,38.0,0.0,3.0,1.0,130.0,353.0,167.0,3.0,0.0,0.0,0.0,0.0,654.0,0.0,171.0,0.0,37.0,47.0,1.0,301.0,0.0,0.0,0.0,654.0,0.0,351.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,657.0,0.0,2.0,455.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,72.0,0.0,134.0,0.0,791.0,0.0,0.0,0.0,657.0,0.0,2.0,0.0,0.0
0.0,0.0,221.0,0.0,0.0,4.0,1.0,222.0,749.0,222.0,4.0,0.0,0.0,0.0,0.0,1110.0,0.0,139.0,0.0,0.0,67.0,1.0,361.0,0.0,0.0,0.0,1110.0,0.0,747.0,0.0,2.0,0.0,0.0
123.0,417.0,114.0,417.0,1.0,5.0,1.0,113.0,70.0,148.0,5.0,0.0,0.0,0.0,123.0,568.0,0.0,222.0,0.0,417.0,40.0,1.0,713.0,0.0,215.0,0.0,568.0,0.0,69.0,0.0,2.0,0.0,0.0
0.0,327.0,0.0,328.0,0.0,1.0,0.0,0.0,182.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,327.0,79.0,0.0,461.0,0.0,643.0,0.0,0.0,0.0,182.0,0.0,1.0,0.0,0.0
494.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,731.0,0.0,1.0,0.0,0.0,0.0,494.0,0.0,0.0,134.0,0.0,0.0,118.0,0.0,236.0,120.0,967.0,0.0,0.0,0.0,730.0,1.0,2.0,0.0,0.0
1969.0,0.0,369.0,0.0,0.0,5.0,1.0,369.0,1316.0,369.0,5.0,0.0,0.0,0.0,1969.0,1847.0,0.0,162.0,0.0,0.0,95.0,1.0,531.0,0.0,0.0,0.0,1847.0,0.0,1315.0,0.0,2.0,0.0,0.0
0.0,137.0,0.0,138.0,0.0,1.0,0.0,0.0,352.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,137.0,76.0,0.0,271.0,0.0,623.0,0.0,0.0,0.0,352.0,0.0,1.0,0.0,0.0
91.0,153.0,40.0,154.0,1.0,2.0,1.0,40.0,140.0,60.0,2.0,0.0,0.0,0.0,91.0,0.0,0.0,201.0,0.0,153.0,42.0,0.0,327.0,0.0,267.0,0.0,200.0,0.0,139.0,0.0,2.0,0.0,0.0
0.0,0.0,126.0,0.0,0.0,5.0,1.0,126.0,967.0,126.0,5.0,623.0,0.0,0.0,0.0,632.0,0.0,162.0,1.0,0.0,64.0,2.0,288.0,0.0,623.0,0.0,632.0,0.0,967.0,0.0,2.0,0.0,0.0
0.0,0.0,273.0,0.0,0.0,3.0,1.0,272.0,957.0,272.0,3.0,0.0,0.0,0.0,0.0,1363.0,0.0,134.0,0.0,0.0,98.0,0.0,406.0,0.0,0.0,0.0,1363.0,0.0,956.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,489.0,0.0,2.0,623.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,57.0,0.0,134.0,0.0,623.0,0.0,0.0,0.0,489.0,0.0,2.0,0.0,0.0
0.0,152.0,0.0,153.0,0.0,3.0,0.0,0.0,43.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,201.0,0.0,152.0,24.0,1.0,286.0,0.0,329.0,0.0,0.0,48.0,43.0,0.0,1.0,0.0,0.0
0.0,279.0,278.0,280.0,0.0,3.0,1.0,277.0,610.0,415.0,3.0,0.0,0.0,0.0,0.0,1389.0,0.0,201.0,0.0,279.0,100.0,2.0,779.0,0.0,0.0,0.0,1389.0,0.0,650.0,0.0,2.0,0.0,0.0
876.0,417.0,0.0,417.0,0.0,3.0,0.0,0.0,296.0,0.0,3.0,0.0,0.0,0.0,876.0,0.0,0.0,177.0,0.0,417.0,61.0,0.0,551.0,0.0,847.0,0.0,0.0,0.0,296.0,0.0,2.0,0.0,0.0
0.0,417.0,265.0,417.0,0.0,3.0,1.0,265.0,511.0,365.0,3.0,0.0,0.0,0.0,0.0,1327.0,0.0,168.0,0.0,417.0,96.0,1.0,816.0,0.0,0.0,0.0,1327.0,0.0,510.0,0.0,2.0,0.0,0.0
0.0,169.0,0.0,170.0,0.0,3.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,201.0,0.0,169.0,23.0,2.0,303.0,0.0,313.0,0.0,0.0,313.0,10.0,0.0,1.0,0.0,0.0
0.0,195.0,43.0,196.0,1.0,4.0,1.0,43.0,138.0,64.0,4.0,0.0,0.0,0.0,0.0,215.0,0.0,208.0,0.0,195.0,31.0,1.0,377.0,0.0,300.0,0.0,215.0,0.0,138.0,0.0,2.0,0.0,0.0
0.0,287.0,273.0,287.0,0.0,5.0,1.0,273.0,645.0,410.0,5.0,0.0,0.0,0.0,0.0,1367.0,0.0,243.0,0.0,287.0,70.0,3.0,722.0,0.0,0.0,0.0,1367.0,0.0,645.0,0.0,2.0,0.0,0.0
0.0,49.0,0.0,50.0,0.0,1.0,0.0,0.0,440.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,49.0,76.0,0.0,183.0,0.0,623.0,0.0,0.0,0.0,440.0,1.0,1.0,0.0,0.0
0.0,662.0,0.0,662.0,0.0,4.0,0.0,0.0,211.0,0.0,4.0,623.0,1.0,0.0,0.0,0.0,0.0,208.0,1.0,662.0,61.0,0.0,801.0,0.0,1012.0,0.0,0.0,389.0,211.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0,1.0,134.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,22.0,0.0,0.0,4.0,1.0,21.0,708.0,21.0,4.0,623.0,1.0,0.0,0.0,108.0,0.0,139.0,1.0,0.0,52.0,2.0,162.0,0.0,762.0,0.0,108.0,139.0,707.0,0.0,1.0,0.0,0.0
1.0,325.0,0.0,417.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,417.0,28.0,0.0,556.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
396.0,0.0,253.0,0.0,1.0,5.0,1.0,252.0,1487.0,252.0,5.0,200.0,0.0,0.0,396.0,1263.0,0.0,162.0,1.0,0.0,97.0,0.0,414.0,0.0,638.0,0.0,1263.0,0.0,1487.0,0.0,2.0,0.0,0.0
0.0,186.0,80.0,417.0,0.0,2.0,1.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,417.0,36.0,0.0,631.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,2.0,0.0,0.0
138.0,218.0,61.0,219.0,0.0,4.0,1.0,60.0,509.0,90.0,4.0,623.0,0.0,0.0,138.0,303.0,0.0,208.0,1.0,218.0,56.0,0.0,417.0,0.0,623.0,0.0,303.0,0.0,507.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,610.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,91.0,0.0,134.0,0.0,744.0,0.0,0.0,0.0,610.0,1.0,2.0,0.0,0.0
0.0,328.0,54.0,328.0,0.0,2.0,1.0,54.0,20.0,81.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,201.0,0.0,328.0,49.0,0.0,516.0,0.0,264.0,0.0,272.0,264.0,20.0,0.0,1.0,0.0,0.0
0.0,0.0,131.0,0.0,0.0,5.0,1.0,130.0,805.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,56.0,0.0,292.0,447.0,447.0,0.0,650.0,0.0,805.0,0.0,2.0,0.0,0.0
0.0,427.0,0.0,428.0,0.0,1.0,0.0,0.0,82.0,0.0,1.0,289.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,427.0,79.0,0.0,561.0,0.0,643.0,0.0,0.0,0.0,82.0,0.0,1.0,0.0,0.0
0.0,339.0,0.0,339.0,0.0,5.0,0.0,0.0,47.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,243.0,0.0,339.0,28.0,3.0,501.0,0.0,548.0,0.0,0.0,548.0,47.0,0.0,1.0,0.0,0.0
0.0,193.0,273.0,193.0,0.0,5.0,1.0,273.0,685.0,410.0,5.0,0.0,0.0,0.0,0.0,1365.0,0.0,243.0,0.0,193.0,70.0,0.0,680.0,0.0,0.0,0.0,1365.0,0.0,685.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,236.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,175.0,0.0,175.0,0.0,2.0,0.0,0.0,701.0,0.0,2.0,212.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,175.0,92.0,0.0,309.0,56.0,1010.0,0.0,0.0,0.0,701.0,2.0,1.0,0.0,0.0
0.0,5.0,147.0,5.0,0.0,3.0,1.0,146.0,449.0,151.0,3.0,0.0,0.0,0.0,0.0,734.0,0.0,139.0,0.0,5.0,53.0,0.0,285.0,0.0,0.0,0.0,734.0,0.0,447.0,0.0,2.0,0.0,0.0
240.0,95.0,162.0,95.0,1.0,2.0,1.0,161.0,419.0,242.0,2.0,0.0,0.0,0.0,240.0,809.0,0.0,201.0,0.0,95.0,74.0,0.0,390.0,0.0,0.0,0.0,809.0,0.0,418.0,0.0,2.0,0.0,0.0
80.0,259.0,0.0,302.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,0.0,0.0,159.0,1.0,301.0,36.0,0.0,435.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,101.0,0.0,0.0,3.0,1.0,100.0,269.0,100.0,3.0,0.0,0.0,0.0,0.0,503.0,0.0,134.0,0.0,0.0,36.0,2.0,234.0,0.0,0.0,0.0,503.0,0.0,268.0,0.0,2.0,0.0,0.0
115.0,0.0,225.0,0.0,0.0,5.0,1.0,225.0,1195.0,225.0,5.0,0.0,0.0,0.0,115.0,1127.0,0.0,162.0,0.0,0.0,83.0,3.0,432.0,0.0,500.0,0.0,1127.0,0.0,1194.0,0.0,2.0,0.0,0.0
0.0,0.0,128.0,0.0,1.0,2.0,1.0,128.0,431.0,128.0,2.0,0.0,1.0,0.0,0.0,641.0,0.0,134.0,0.0,0.0,63.0,1.0,262.0,0.0,52.0,0.0,641.0,52.0,431.0,0.0,1.0,0.0,0.0
0.0,483.0,0.0,484.0,0.0,3.0,0.0,0.0,714.0,0.0,3.0,224.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,483.0,96.0,1.0,617.0,0.0,1331.0,0.0,0.0,0.0,713.0,0.0,2.0,0.0,0.0
0.0,129.0,0.0,130.0,0.0,1.0,0.0,0.0,380.0,0.0,1.0,411.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,129.0,79.0,0.0,263.0,0.0,643.0,0.0,0.0,0.0,380.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,327.0,241.0,328.0,1.0,5.0,1.0,240.0,188.0,360.0,5.0,0.0,0.0,0.0,0.0,1204.0,287.0,243.0,0.0,327.0,62.0,0.0,1016.0,0.0,0.0,0.0,1204.0,0.0,187.0,0.0,2.0,0.0,0.0
0.0,47.0,0.0,186.0,0.0,4.0,0.0,0.0,124.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,186.0,0.0,47.0,19.0,1.0,186.0,0.0,310.0,0.0,0.0,310.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,417.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,2.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,212.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,31.0,0.0,134.0,0.0,346.0,0.0,0.0,0.0,212.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,489.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,76.0,0.0,134.0,0.0,623.0,0.0,0.0,0.0,489.0,0.0,1.0,0.0,0.0
0.0,591.0,276.0,592.0,0.0,11.0,1.0,275.0,950.0,412.0,11.0,623.0,0.0,0.0,0.0,1379.0,0.0,279.0,1.0,591.0,55.0,2.0,1052.0,0.0,623.0,0.0,1379.0,0.0,948.0,0.0,2.0,0.0,0.0
254.0,316.0,178.0,317.0,0.0,3.0,1.0,178.0,221.0,267.0,3.0,0.0,0.0,0.0,254.0,890.0,0.0,201.0,0.0,316.0,64.0,1.0,669.0,0.0,0.0,0.0,890.0,0.0,220.0,0.0,2.0,0.0,0.0
0.0,0.0,181.0,0.0,1.0,3.0,1.0,180.0,1257.0,180.0,3.0,618.0,0.0,0.0,0.0,903.0,0.0,134.0,1.0,0.0,114.0,0.0,314.0,0.0,668.0,0.0,903.0,0.0,1256.0,0.0,2.0,0.0,0.0
0.0,417.0,310.0,417.0,0.0,3.0,1.0,309.0,647.0,451.0,3.0,0.0,0.0,0.0,0.0,1548.0,0.0,188.0,0.0,417.0,112.0,1.0,901.0,0.0,0.0,0.0,1548.0,0.0,646.0,0.0,2.0,0.0,0.0
0.0,148.0,357.0,149.0,0.0,6.0,1.0,357.0,1719.0,505.0,6.0,623.0,0.0,0.0,0.0,1787.0,0.0,279.0,1.0,148.0,108.0,1.0,691.0,0.0,623.0,0.0,1787.0,0.0,1717.0,0.0,2.0,0.0,0.0
0.0,318.0,127.0,417.0,0.0,2.0,1.0,127.0,213.0,190.0,2.0,0.0,0.0,0.0,0.0,636.0,0.0,201.0,0.0,318.0,75.0,0.0,610.0,0.0,187.0,0.0,636.0,0.0,114.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,362.0,181.0,363.0,0.0,1.0,1.0,180.0,227.0,270.0,1.0,0.0,0.0,0.0,0.0,903.0,0.0,201.0,0.0,362.0,111.0,0.0,676.0,0.0,0.0,0.0,903.0,0.0,226.0,0.0,2.0,0.0,0.0
0.0,331.0,51.0,331.0,0.0,2.0,1.0,51.0,671.0,77.0,2.0,0.0,0.0,0.0,0.0,196.0,0.0,201.0,0.0,331.0,108.0,0.0,516.0,0.0,930.0,0.0,257.0,0.0,670.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,417.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,1.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,391.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,32.0,0.0,139.0,0.0,530.0,0.0,0.0,0.0,391.0,0.0,2.0,0.0,0.0
123.0,26.0,40.0,417.0,0.0,3.0,1.0,40.0,0.0,0.0,3.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,417.0,14.0,0.0,591.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,387.0,130.0,417.0,0.0,2.0,1.0,130.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,651.0,0.0,104.0,0.0,417.0,59.0,1.0,681.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,437.0,0.0,0.0,6.0,1.0,437.0,2187.0,437.0,6.0,623.0,0.0,0.0,0.0,1954.0,0.0,186.0,0.0,0.0,126.0,0.0,623.0,0.0,623.0,0.0,2187.0,0.0,2187.0,1.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,186.0,0.0,1.0,5.0,1.0,185.0,1555.0,185.0,5.0,0.0,0.0,0.0,0.0,929.0,0.0,162.0,1.0,0.0,99.0,0.0,383.0,0.0,1009.0,0.0,929.0,0.0,1554.0,0.0,2.0,0.0,0.0
0.0,47.0,0.0,47.0,1.0,2.0,0.0,0.0,753.0,0.0,2.0,934.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,47.0,85.0,0.0,181.0,0.0,934.0,0.0,0.0,0.0,753.0,2.0,1.0,0.0,0.0
0.0,172.0,0.0,172.0,0.0,2.0,0.0,0.0,648.0,0.0,2.0,134.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,172.0,87.0,0.0,306.0,0.0,954.0,0.0,0.0,0.0,648.0,1.0,1.0,0.0,0.0
0.0,281.0,259.0,281.0,0.0,2.0,1.0,258.0,621.0,387.0,2.0,0.0,0.0,0.0,0.0,1294.0,0.0,201.0,0.0,281.0,118.0,0.0,673.0,0.0,0.0,0.0,1294.0,0.0,620.0,0.0,2.0,0.0,0.0
0.0,0.0,227.0,0.0,0.0,3.0,1.0,227.0,775.0,227.0,3.0,0.0,0.0,0.0,0.0,1136.0,0.0,134.0,0.0,0.0,82.0,0.0,361.0,0.0,0.0,0.0,1136.0,0.0,775.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,255.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,28.0,0.0,134.0,0.0,389.0,0.0,0.0,389.0,255.0,0.0,1.0,0.0,0.0
0.0,0.0,170.0,0.0,0.0,8.0,1.0,170.0,1742.0,170.0,8.0,1246.0,0.0,0.0,0.0,0.0,0.0,186.0,1.0,0.0,75.0,0.0,356.0,0.0,1246.0,0.0,852.0,0.0,1742.0,0.0,2.0,0.0,0.0
17.0,151.0,275.0,151.0,0.0,4.0,1.0,275.0,811.0,413.0,4.0,0.0,0.0,0.0,17.0,1376.0,0.0,209.0,0.0,151.0,83.0,0.0,565.0,0.0,0.0,0.0,1376.0,0.0,811.0,0.0,2.0,0.0,0.0
0.0,80.0,0.0,80.0,0.0,1.0,0.0,0.0,666.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,80.0,108.0,0.0,214.0,0.0,880.0,0.0,0.0,0.0,666.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,873.0,0.0,4.0,623.0,1.0,0.0,0.0,0.0,0.0,139.0,1.0,0.0,61.0,1.0,139.0,0.0,1012.0,0.0,0.0,389.0,873.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,241.0,0.0,0.0,2.0,1.0,240.0,830.0,240.0,2.0,0.0,0.0,0.0,0.0,1204.0,0.0,134.0,0.0,0.0,109.0,1.0,374.0,0.0,0.0,0.0,1204.0,0.0,829.0,0.0,2.0,0.0,0.0
163.0,85.0,259.0,85.0,0.0,4.0,1.0,259.0,813.0,344.0,4.0,0.0,0.0,0.0,163.0,1296.0,0.0,209.0,0.0,85.0,78.0,2.0,483.0,0.0,0.0,0.0,1296.0,0.0,813.0,0.0,2.0,0.0,0.0
600.0,279.0,160.0,279.0,0.0,3.0,1.0,160.0,227.0,240.0,3.0,0.0,0.0,600.0,0.0,800.0,0.0,201.0,0.0,279.0,58.0,0.0,573.0,0.0,0.0,0.0,800.0,0.0,227.0,0.0,2.0,0.0,0.0
0.0,0.0,25.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0,0.0,104.0,0.0,0.0,16.0,0.0,159.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,2.0,0.0,0.0
29.0,68.0,199.0,68.0,0.0,3.0,1.0,199.0,662.0,267.0,3.0,0.0,0.0,0.0,29.0,995.0,0.0,201.0,0.0,68.0,79.0,1.0,433.0,0.0,100.0,0.0,995.0,0.0,663.0,0.0,2.0,0.0,0.0
0.0,0.0,358.0,0.0,0.0,6.0,1.0,358.0,1362.0,358.0,6.0,0.0,0.0,0.0,0.0,1791.0,0.0,186.0,0.0,0.0,85.0,2.0,544.0,0.0,115.0,0.0,1791.0,0.0,1362.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,489.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,76.0,0.0,134.0,0.0,623.0,0.0,0.0,0.0,489.0,0.0,1.0,0.0,0.0
618.0,15.0,268.0,0.0,0.0,4.0,1.0,267.0,918.0,282.0,4.0,0.0,0.0,0.0,618.0,1339.0,0.0,154.0,0.0,15.0,80.0,1.0,421.0,0.0,0.0,0.0,1339.0,0.0,933.0,0.0,2.0,0.0,0.0
680.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,546.0,0.0,2.0,43.0,0.0,0.0,680.0,0.0,0.0,134.0,0.0,0.0,62.0,0.0,134.0,37.0,680.0,0.0,0.0,0.0,546.0,1.0,2.0,0.0,0.0
0.0,479.0,0.0,480.0,0.0,1.0,0.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,479.0,86.0,0.0,613.0,0.0,699.0,0.0,0.0,0.0,86.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1112.0,0.0,3.0,1246.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,90.0,0.0,134.0,0.0,1246.0,0.0,0.0,0.0,1112.0,0.0,2.0,0.0,0.0
0.0,163.0,174.0,163.0,0.0,2.0,1.0,174.0,749.0,261.0,2.0,0.0,0.0,0.0,0.0,870.0,0.0,201.0,0.0,163.0,111.0,0.0,471.0,0.0,350.0,0.0,870.0,0.0,749.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,34.0,160.0,0.0,4.0,1.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,172.0,0.0,47.0,0.0,160.0,10.0,0.0,333.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,417.0,297.0,417.0,0.0,5.0,1.0,296.0,609.0,296.0,5.0,0.0,0.0,0.0,0.0,1484.0,0.0,162.0,0.0,417.0,76.0,0.0,875.0,0.0,0.0,0.0,1484.0,0.0,608.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,200.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,12.0,0.0,366.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,567.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,86.0,0.0,134.0,0.0,701.0,0.0,0.0,0.0,567.0,0.0,2.0,0.0,0.0
389.0,268.0,190.0,268.0,0.0,3.0,1.0,190.0,360.0,285.0,3.0,0.0,0.0,0.0,389.0,952.0,0.0,201.0,0.0,268.0,69.0,0.0,592.0,0.0,0.0,0.0,952.0,0.0,360.0,0.0,2.0,0.0,0.0
0.0,235.0,0.0,236.0,0.0,1.0,0.0,0.0,254.0,0.0,1.0,623.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,235.0,76.0,0.0,369.0,0.0,623.0,0.0,0.0,0.0,254.0,0.0,1.0,0.0,0.0
0.0,91.0,0.0,91.0,0.0,1.0,0.0,0.0,190.0,0.0,1.0,415.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,91.0,51.0,0.0,225.0,0.0,415.0,0.0,0.0,0.0,190.0,0.0,1.0,0.0,0.0
0.0,417.0,155.0,417.0,0.0,3.0,1.0,154.0,69.0,154.0,3.0,0.0,0.0,0.0,0.0,774.0,0.0,134.0,0.0,417.0,56.0,1.0,705.0,0.0,0.0,0.0,774.0,0.0,68.0,0.0,2.0,0.0,0.0
0.0,0.0,335.0,0.0,0.0,3.0,1.0,335.0,1206.0,335.0,3.0,0.0,0.0,0.0,0.0,1675.0,0.0,134.0,0.0,0.0,121.0,0.0,469.0,0.0,0.0,0.0,1675.0,0.0,1208.0,0.0,2.0,0.0,0.0
